customer_id,first_name,last_name,age,city,product,quantity,unit_price,amount
3500,Bob,Garcia,40,Philadelphia,Tool Alpha,30,169,5070
4867,Fiona,Rodriguez,60,San Antonio,Gadget Y,49,80,3920
2567,George,Davis,36,Dallas,Tool Alpha,9,75,675
4340,George,Miller,37,Dallas,Gadget X,7,127,889
73,Fiona,Davis,22,Dallas,Gadget X,33,175,5775
4300,Diana,Rodriguez,40,Phoenix,Widget A,22,33,726
1517,Fiona,Brown,51,Chicago,Gadget X,24,15,360
4413,Bob,Garcia,22,Chicago,Widget B,23,39,897
940,Hannah,Davis,63,Dallas,Gadget X,42,46,1932
971,Bob,Brown,26,Chicago,Widget B,6,68,408
4675,George,Miller,62,San Diego,Widget B,23,173,3979
2040,Edward,Johnson,49,San Diego,Gadget Y,25,168,4200
481,Fiona,Jones,46,San Diego,Tool Alpha,50,55,2750
3247,Diana,Jones,47,San Jose,Gadget Y,41,86,3526
4524,Bob,Johnson,51,New York,Gadget X,38,159,6042
179,George,Martinez,55,San Diego,Gadget X,29,116,3364
1035,Hannah,Jones,25,Los Angeles,Gadget Y,41,11,451
473,Charlie,Davis,54,Los Angeles,Gadget X,42,101,4242
4234,Edward,Garcia,63,New York,Gadget Y,18,34,612
2942,Alice,Davis,51,Houston,Tool Beta,40,63,2520
3285,Alice,Davis,57,San Antonio,Gadget X,46,39,1794
4016,Hannah,Martinez,69,Philadelphia,Gadget X,14,75,1050
956,Julia,Brown,45,Los Angeles,Tool Alpha,29,97,2813
3140,Fiona,Davis,68,Dallas,Tool Beta,26,132,3432
1829,Charlie,Smith,27,San Jose,Widget A,4,191,764
1976,Fiona,Smith,60,New York,Widget B,24,143,3432
2900,Bob,Rodriguez,26,Phoenix,Tool Beta,37,122,4514
3540,Julia,Davis,21,New York,Widget B,7,64,448
1687,Julia,Martinez,44,Philadelphia,Tool Beta,7,184,1288
2371,Julia,Johnson,65,Philadelphia,Gadget X,11,101,1111
2699,Diana,Williams,70,Philadelphia,Tool Beta,27,53,1431
1945,George,Brown,46,San Antonio,Gadget Y,47,137,6439
3912,Charlie,Smith,70,Dallas,Tool Alpha,17,154,2618
4801,Julia,Smith,57,Los Angeles,Gadget X,16,154,2464
4869,Alice,Davis,45,San Diego,Widget B,45,152,6840
212,Diana,Williams,37,Dallas,Tool Alpha,22,110,2420
1933,Hannah,Rodriguez,25,San Antonio,Gadget Y,41,100,4100
306,George,Davis,75,Phoenix,Widget A,13,106,1378
435,Alice,Jones,19,Los Angeles,Widget B,29,47,1363
3353,Fiona,Garcia,69,San Diego,Gadget X,40,161,6440
2027,Ivan,Davis,45,Philadelphia,Gadget X,15,75,1125
2218,Bob,Miller,26,Los Angeles,Tool Alpha,24,28,672
2871,Edward,Garcia,27,Philadelphia,Widget A,23,162,3726
4217,Bob,Johnson,64,Phoenix,Gadget X,19,62,1178
712,Fiona,Jones,55,Los Angeles,Widget B,35,46,1610
2169,Diana,Smith,35,Los Angeles,Gadget X,43,191,8213
707,Bob,Martinez,39,Los Angeles,Tool Beta,21,41,861
4342,Edward,Miller,72,Philadelphia,Widget B,26,166,4316
771,Charlie,Garcia,71,San Antonio,Tool Beta,20,104,2080
4412,Charlie,Miller,20,Houston,Widget B,11,15,165
2657,Hannah,Smith,68,San Diego,Gadget X,18,129,2322
754,Fiona,Garcia,62,Phoenix,Gadget Y,35,127,4445
4204,Alice,Brown,40,San Diego,Tool Beta,48,66,3168
496,Edward,Jones,62,Philadelphia,Gadget Y,48,141,6768
3295,Edward,Martinez,60,Philadelphia,Gadget X,40,191,7640
4433,Diana,Jones,68,San Jose,Gadget X,27,153,4131
3190,Diana,Smith,52,San Antonio,Widget A,17,72,1224
3678,Hannah,Brown,18,Dallas,Widget A,3,28,84
1815,Hannah,Martinez,34,New York,Gadget Y,6,22,132
3532,Julia,Jones,45,San Jose,Gadget Y,34,80,2720
3024,Diana,Smith,25,San Diego,Tool Beta,8,75,600
2782,Edward,Johnson,43,New York,Widget A,10,31,310
2628,Diana,Johnson,25,Dallas,Widget B,41,79,3239
4749,George,Davis,18,San Jose,Widget B,22,46,1012
1587,Fiona,Davis,51,Houston,Gadget X,49,99,4851
2999,Charlie,Martinez,73,Philadelphia,Gadget Y,30,21,630
942,Bob,Williams,41,New York,Gadget X,41,22,902
4687,Edward,Davis,75,Chicago,Tool Alpha,34,196,6664
4807,Edward,Martinez,65,Dallas,Gadget Y,42,198,8316
4052,Bob,Rodriguez,33,Phoenix,Tool Beta,46,81,3726
2925,Alice,Williams,48,Dallas,Tool Beta,43,123,5289
2845,Edward,Jones,34,San Jose,Widget B,4,106,424
2793,Diana,Smith,57,Dallas,Widget B,41,95,3895
1477,Alice,Brown,62,Phoenix,Widget A,47,10,470
184,Fiona,Garcia,20,San Antonio,Widget A,23,96,2208
2380,Diana,Brown,49,San Antonio,Tool Alpha,24,161,3864
2486,Alice,Jones,42,San Jose,Gadget Y,1,113,113
2998,Charlie,Rodriguez,43,Philadelphia,Gadget Y,27,115,3105
3752,Alice,Brown,56,Philadelphia,Widget A,1,177,177
3710,Julia,Garcia,18,Dallas,Tool Alpha,33,191,6303
3280,Edward,Davis,43,New York,Widget B,35,23,805
402,Ivan,Smith,72,Chicago,Tool Beta,47,115,5405
1843,Ivan,Brown,57,Philadelphia,Tool Beta,43,129,5547
3141,Ivan,Jones,60,New York,Gadget X,22,142,3124
4662,George,Jones,21,Phoenix,Widget B,13,198,2574
1874,Fiona,Johnson,41,San Diego,Gadget Y,20,28,560
4163,Edward,Garcia,33,Houston,Tool Beta,35,137,4795
3390,Julia,Rodriguez,36,Philadelphia,Tool Beta,15,178,2670
4213,Bob,Brown,30,Philadelphia,Gadget X,10,168,1680
1685,Edward,Martinez,65,Houston,Widget B,26,99,2574
3083,Hannah,Miller,49,Houston,Widget B,46,122,5612
4828,Fiona,Garcia,71,Houston,Widget B,15,44,660
748,Diana,Williams,21,Dallas,Gadget X,2,147,294
1485,Ivan,Rodriguez,34,Houston,Widget A,34,123,4182
3244,Alice,Garcia,21,San Antonio,Gadget X,26,129,3354
4436,Edward,Smith,23,Philadelphia,Widget A,28,189,5292
2791,Charlie,Garcia,65,Phoenix,Gadget Y,21,162,3402
4374,Edward,Martinez,23,San Antonio,Gadget Y,3,37,111
431,Fiona,Brown,51,Los Angeles,Widget A,38,57,2166
2106,Julia,Rodriguez,65,San Jose,Tool Beta,2,179,358
3129,Fiona,Smith,19,Houston,Tool Beta,27,142,3834
1424,Charlie,Rodriguez,20,San Jose,Gadget Y,40,127,5080
1816,Hannah,Martinez,64,Chicago,Widget A,14,15,210
2870,Diana,Davis,73,Chicago,Tool Alpha,34,187,6358
1111,Fiona,Brown,59,San Jose,Widget B,16,30,480
186,George,Davis,58,Dallas,Tool Alpha,16,120,1920
1095,George,Rodriguez,33,San Antonio,Gadget Y,6,33,198
2258,Fiona,Smith,38,Philadelphia,Gadget X,41,148,6068
4831,Ivan,Martinez,20,New York,Widget A,33,15,495
1868,Edward,Brown,28,Chicago,Tool Beta,16,94,1504
474,Fiona,Brown,62,San Jose,Tool Beta,22,172,3784
2515,Diana,Martinez,42,New York,Widget B,40,24,960
1389,Hannah,Martinez,20,Chicago,Tool Alpha,20,54,1080
1330,Bob,Johnson,18,Phoenix,Widget B,35,189,6615
870,George,Miller,57,Los Angeles,Gadget Y,42,135,5670
3875,Alice,Williams,68,San Jose,Gadget X,3,158,474
3478,Bob,Smith,51,New York,Widget B,33,87,2871
2119,Fiona,Martinez,59,Philadelphia,Tool Alpha,7,51,357
3914,Bob,Smith,58,New York,Widget B,33,90,2970
4494,George,Brown,33,New York,Tool Beta,1,187,187
992,Bob,Davis,47,Phoenix,Widget A,16,170,2720
1946,Edward,Garcia,29,Houston,Tool Alpha,37,177,6549
4479,Edward,Jones,66,Los Angeles,Widget A,23,88,2024
4692,George,Davis,20,Chicago,Widget A,50,57,2850
2745,Charlie,Smith,74,Philadelphia,Widget B,44,27,1188
2336,Charlie,Rodriguez,24,San Diego,Gadget X,20,126,2520
3411,Ivan,Rodriguez,58,Phoenix,Tool Beta,3,174,522
585,Edward,Garcia,47,San Jose,Widget B,23,101,2323
685,Alice,Rodriguez,72,Chicago,Widget A,12,37,444
3988,Edward,Johnson,71,Dallas,Tool Beta,2,149,298
4586,Bob,Jones,48,Philadelphia,Tool Alpha,39,190,7410
3039,Charlie,Smith,36,Los Angeles,Gadget Y,42,186,7812
4913,Fiona,Miller,73,Philadelphia,Gadget X,28,59,1652
998,Hannah,Johnson,64,Houston,Tool Alpha,40,103,4120
2069,Diana,Smith,62,Phoenix,Gadget Y,24,163,3912
3544,Charlie,Davis,68,New York,Widget A,5,83,415
616,Ivan,Smith,53,Los Angeles,Widget B,45,123,5535
2894,Charlie,Johnson,69,Philadelphia,Gadget Y,2,30,60
4181,Diana,Garcia,54,San Antonio,Widget B,30,129,3870
2881,Ivan,Martinez,35,Los Angeles,Gadget Y,47,168,7896
1726,Diana,Johnson,26,Houston,Tool Alpha,23,153,3519
4078,Alice,Martinez,57,Houston,Gadget X,47,38,1786
954,Ivan,Davis,75,Chicago,Widget A,39,53,2067
3464,Alice,Jones,44,Los Angeles,Gadget Y,11,24,264
1737,Fiona,Johnson,70,Phoenix,Gadget Y,16,96,1536
1876,Diana,Miller,35,Chicago,Widget B,42,79,3318
3752,Alice,Brown,56,Philadelphia,Widget A,1,177,177
662,Ivan,Williams,32,Chicago,Tool Alpha,40,157,6280
3539,Edward,Martinez,25,Los Angeles,Gadget X,8,186,1488
3638,George,Johnson,57,Phoenix,Widget B,15,129,1935
3157,Edward,Davis,35,Chicago,Gadget Y,33,25,825
4039,Diana,Williams,38,Dallas,Tool Alpha,6,193,1158
789,Diana,Garcia,55,Philadelphia,Gadget X,49,56,2744
570,Hannah,Jones,23,Philadelphia,Widget A,7,160,1120
1891,Bob,Miller,38,Philadelphia,Widget A,50,177,8850
3522,Edward,Miller,63,Philadelphia,Gadget X,25,198,4950
3514,Ivan,Johnson,22,Dallas,Widget A,27,14,378
4405,Julia,Brown,23,Chicago,Gadget X,49,121,5929
1,Ivan,Williams,68,Dallas,Gadget Y,18,156,2808
2,Diana,Miller,34,Los Angeles,Gadget Y,43,184,7912
3,Ivan,Davis,20,San Jose,Widget A,40,50,2000
4,George,Rodriguez,72,,Widget A,12,185,2220
5,Bob,Garcia,,San Diego,Widget B,17,101,1717
6,Alice,Smith,43,San Antonio,Tool Alpha,31,116,3596
7,Fiona,Rodriguez,44,Houston,Widget B,12,165,1980
8,Hannah,Garcia,26,,Tool Beta,49,79,3871
9,Fiona,Martinez,70,New York,Widget B,17,98,1666
10,Alice,Martinez,66,Houston,Gadget X,21,133,2793
11,  DIANA  ,Miller,40,philadelphia,Tool Beta,47,66,3102
12,Julia,Martinez,73,San Jose,Widget B,32,125,4000
13,Julia,Williams,24,,Tool Beta,10,187,1870
14,Hannah,Davis,47,San Diego,Tool Beta,33,81,2673
15,Julia,Davis,71,Houston,Tool Alpha,23,18,414
16,Julia,Jones,23,Dallas,Tool Beta,2,123,246
17,Edward,Miller,27,Los Angeles,Widget A,6,125,750
18,Hannah,Williams,62,San Jose,Tool Alpha,24,33,792
19,George,Garcia,69,Phoenix,Tool Beta,35,167,5845
20,Fiona,Miller,174,Houston,Gadget Y,1675,103,2987
21,Diana,Rodriguez,21,Dallas,Widget A,22,24,528
22,Edward,Johnson,20,Chicago,Gadget Y,46,143,6578
23,Edward,Rodriguez,60,Philadelphia,Widget A,39,192,7488
24,  BOB  ,Brown,28,los angeles,Gadget X,23,90,2070
25,Fiona,Davis,44,Los Angeles,Tool Alpha,11,49,539
26,Edward,Jones,28,Philadelphia,Widget A,4,69,276
27,Charlie,Miller,32,New York,Tool Alpha,43,138,5934
28,Fiona,Williams,27,Los Angeles,Tool Beta,26,103,2678
29,  CHARLIE  ,Jones,50,dallas,Widget B,9,58,522
30,Bob,Brown,75,New York,Tool Alpha,45,44,1980
31,Ivan,Johnson,48,Los Angeles,Widget A,36,19,684
32,Julia,Smith,70,San Jose,Widget B,4,119,476
33,Fiona,Davis,74,San Antonio,Tool Beta,48,101,4848
34,Hannah,Miller,35,Phoenix,Gadget Y,24,,3408
35,Fiona,Jones,32,San Diego,Tool Alpha,22,189,4158
36,Charlie,Davis,54,Dallas,Widget B,31,169,5239
37,George,Davis,38,New York,Tool Beta,15,128,1920
38,Fiona,Rodriguez,61,Phoenix,Gadget Y,35,33,1155
39,Diana,Williams,33,San Diego,Tool Alpha,13,23,299
40,Bob,Martinez,46,Houston,Tool Beta,29,57,1653
41,Alice,Miller,52,New York,Widget B,31,40,1240
42,Edward,Miller,75,Dallas,Gadget Y,48,10,480
43,Diana,Smith,64,Phoenix,Widget B,45,163,7335
44,Diana,Jones,170,Chicago,Widget B,1355,18,792
45,Edward,Brown,30,San Jose,Widget A,44,183,8052
46,Edward,Davis,54,San Diego,Gadget X,47,104,4888
47,Bob,Miller,72,San Jose,Widget B,34,92,3128
48,Ivan,Miller,61,Los Angeles,Widget B,31,158,4898
49,  BOB  ,Johnson,50,chicago,Gadget Y,43,163,7009
50,Edward,Smith,31,San Antonio,Widget B,14,24,336
51,Alice,Brown,47,Los Angeles,Widget A,22,198,4356
52,Charlie,Brown,68,Philadelphia,Gadget Y,45,192,8640
53,Diana,Williams,53,Dallas,Widget A,36,192,6912
54,Diana,Brown,48,Houston,Gadget X,27,150,4050
55,Edward,Rodriguez,28,San Antonio,Tool Beta,42,192,8064
56,Julia,Garcia,22,Philadelphia,Widget B,15,187,2805
57,Charlie,Smith,19,San Antonio,Tool Beta,26,102,2652
58,Hannah,Rodriguez,31,San Antonio,Widget B,46,177,8142
59,Ivan,Martinez,27,Dallas,Widget A,33,197,6501
60,Hannah,Brown,28,Dallas,Tool Beta,25,69,1725
61,Julia,Johnson,,Chicago,Widget A,1,41,41
62,Edward,Smith,64,Philadelphia,Gadget X,37,32,1184
63,Bob,Martinez,53,New York,Gadget X,24,41,984
64,Diana,Brown,,San Jose,Widget B,16,17,272
65,Hannah,Davis,53,Philadelphia,Gadget Y,37,39,1443
66,Bob,Davis,52,Houston,Widget A,16,38,608
67,George,Martinez,20,Los Angeles,Gadget Y,2,162,324
68,Hannah,Rodriguez,192,Dallas,Tool Beta,1160,36,1008
69,  FIONA  ,Williams,72,los angeles,Gadget X,9,48,432
70,Alice,Miller,32,San Jose,Widget A,8,103,824
71,Bob,Miller,66,Houston,Tool Beta,21,169,3549
72,  FIONA  ,Miller,68,san jose,Gadget X,38,145,5510
73,Fiona,Davis,22,Dallas,Gadget X,33,175,5775
74,Edward,Miller,65,New York,Tool Alpha,19,19,361
75,Bob,Brown,25,San Antonio,Gadget X,43,144,6192
76,Julia,Jones,187,San Diego,Tool Alpha,1984,165,7590
77,Fiona,Rodriguez,75,Dallas,Gadget Y,12,134,1608
78,Fiona,Johnson,23,Houston,Widget B,25,115,2875
79,  CHARLIE  ,Smith,48,san jose,Tool Beta,14,27,378
80,George,Johnson,20,Philadelphia,Tool Beta,26,32,832
81,Julia,Jones,54,,Gadget Y,3,48,144
82,Ivan,Garcia,58,Phoenix,Gadget Y,32,149,4768
83,Diana,Johnson,65,Dallas,Widget B,48,151,7248
84,Julia,Miller,41,San Diego,Tool Beta,9,135,1215
85,Alice,Johnson,32,Phoenix,Gadget Y,9,28,252
86,Fiona,Martinez,54,,Gadget X,9,192,1728
87,  HANNAH  ,Johnson,47,dallas,Tool Alpha,1,138,138
88,Diana,Miller,21,San Diego,Widget B,11,135,1485
89,George,Jones,31,New York,Tool Beta,40,134,5360
90,Ivan,Jones,40,San Diego,Tool Alpha,28,79,2212
91,Hannah,Rodriguez,74,Los Angeles,Tool Beta,23,168,3864
92,Bob,Miller,72,San Diego,Tool Alpha,21,188,3948
93,Charlie,Johnson,36,Dallas,Gadget Y,3,112,336
94,Diana,Martinez,49,San Diego,Gadget Y,50,37,1850
95,Ivan,Garcia,20,Chicago,Widget A,31,41,1271
96,Charlie,Martinez,36,San Jose,Tool Alpha,2,183,366
97,,Miller,65,San Antonio,Tool Alpha,16,106,1696
98,Charlie,Williams,39,Los Angeles,Tool Beta,35,118,4130
99,Alice,Brown,26,Dallas,Tool Alpha,46,63,2898
100,  JULIA  ,Martinez,74,new york,Gadget Y,50,52,2600
101,Diana,Brown,47,San Diego,Gadget Y,3,95,285
102,Charlie,Smith,30,Philadelphia,Tool Beta,3,140,420
103,George,Rodriguez,41,Philadelphia,Tool Beta,40,187,7480
104,Edward,Johnson,75,Chicago,Widget A,25,81,2025
105,Hannah,Jones,64,Los Angeles,Widget A,11,57,627
106,  GEORGE  ,Rodriguez,35,phoenix,Widget A,15,111,1665
107,Alice,Williams,71,Dallas,Widget A,50,25,1250
108,Julia,Johnson,60,New York,Gadget Y,31,170,5270
109,Edward,Davis,33,New York,Gadget X,18,108,1944
110,Bob,Brown,27,New York,Tool Beta,21,43,903
111,Fiona,Davis,37,New York,Widget B,47,127,5969
112,George,Jones,41,Philadelphia,Widget A,11,167,1837
113,  ALICE  ,Davis,64,dallas,Gadget X,38,71,2698
114,Alice,Brown,72,Philadelphia,Gadget Y,38,195,7410
115,Fiona,Brown,,Dallas,Tool Alpha,17,154,2618
116,Hannah,Rodriguez,29,Philadelphia,Gadget Y,27,86,2322
117,George,Williams,66,Chicago,Gadget X,32,150,4800
118,Julia,Garcia,33,Dallas,Tool Beta,5,25,125
119,Edward,Martinez,70,Chicago,Tool Alpha,38,67,2546
120,Charlie,Miller,30,Dallas,Widget A,12,,228
121,Edward,Davis,36,Chicago,Widget A,24,68,1632
122,Edward,Davis,30,Philadelphia,Gadget Y,24,91,2184
123,Edward,Johnson,24,Los Angeles,Gadget X,41,29,1189
124,,Brown,22,San Antonio,Gadget X,45,63,2835
125,George,Miller,75,San Diego,Tool Alpha,5,56,280
126,  ALICE  ,Brown,72,san jose,Widget B,35,22,770
127,  HANNAH  ,Rodriguez,55,phoenix,Tool Beta,43,84,3612
128,Julia,Rodriguez,46,Houston,Gadget Y,48,128,6144
129,Hannah,Jones,18,Phoenix,Widget A,39,31,1209
130,George,Rodriguez,26,San Antonio,Widget B,34,132,4488
131,  BOB  ,Smith,68,dallas,Tool Alpha,37,25,925
132,Julia,Johnson,24,Los Angeles,Widget A,29,190,5510
133,Hannah,Garcia,66,Philadelphia,Tool Beta,49,147,7203
134,Charlie,Davis,28,Houston,Gadget X,49,128,6272
135,Julia,Johnson,54,Dallas,Widget B,11,118,1298
136,Hannah,Martinez,22,Philadelphia,Widget A,11,74,814
137,Charlie,Brown,31,Los Angeles,Gadget Y,22,67,1474
138,Fiona,Williams,36,San Antonio,Gadget Y,26,118,3068
139,Diana,Jones,73,Los Angeles,Widget B,20,112,2240
140,Diana,Johnson,49,Dallas,Gadget Y,2,187,374
141,Charlie,Johnson,41,Philadelphia,Widget B,40,184,7360
142,Edward,Williams,45,Phoenix,Gadget Y,41,90,3690
143,George,Rodriguez,53,San Antonio,Gadget X,33,112,3696
144,Ivan,Jones,43,Los Angeles,Tool Beta,28,120,3360
145,  DIANA  ,Rodriguez,70,chicago,Tool Beta,3,89,267
146,Alice,Garcia,36,Philadelphia,Widget A,2,70,140
147,Julia,Jones,50,Chicago,Gadget Y,36,60,2160
148,George,Johnson,64,Philadelphia,Widget B,9,120,1080
149,Diana,Smith,53,San Antonio,Tool Beta,38,107,4066
150,Hannah,Smith,45,Philadelphia,Tool Alpha,19,159,3021
151,Diana,Johnson,37,Philadelphia,Gadget Y,30,111,3330
152,Bob,Williams,58,Houston,Tool Beta,46,41,1886
153,Ivan,Jones,37,San Jose,Tool Beta,40,94,3760
154,Bob,Williams,68,Philadelphia,Gadget X,34,187,6358
155,Julia,Davis,20,San Antonio,Gadget Y,35,76,2660
156,Hannah,Rodriguez,30,New York,Gadget Y,12,104,1248
157,,Davis,59,Los Angeles,Tool Beta,30,11,330
158,Bob,Brown,42,Chicago,Widget A,32,193,6176
159,Alice,Miller,26,Philadelphia,Tool Beta,35,142,4970
160,  BOB  ,Williams,63,san jose,Tool Alpha,16,186,2976
161,George,Rodriguez,178,San Jose,Tool Alpha,2101,191,573
162,Julia,Williams,50,Los Angeles,Widget A,2,22,44
163,Ivan,Jones,34,Houston,Tool Alpha,28,66,1848
164,Alice,Johnson,50,Dallas,Widget A,13,199,2587
165,Fiona,Rodriguez,73,Chicago,Tool Alpha,48,152,7296
166,Bob,Brown,67,Houston,Tool Alpha,4,45,180
167,Fiona,Davis,40,Dallas,Tool Alpha,25,72,1800
168,,Johnson,73,San Antonio,Gadget X,44,47,2068
169,Edward,Miller,30,Houston,Tool Alpha,42,126,5292
170,Julia,Garcia,73,New York,Widget B,37,62,2294
171,Alice,Jones,66,Chicago,Gadget Y,50,46,2300
172,Fiona,Jones,23,Dallas,Widget A,28,108,3024
173,Edward,Smith,21,Houston,Gadget Y,8,81,648
174,Bob,Jones,60,New York,Gadget Y,6,167,1002
175,Alice,Jones,49,Chicago,Widget B,24,121,2904
176,George,Davis,26,San Diego,Tool Alpha,30,63,1890
177,Edward,Miller,43,Los Angeles,Widget A,35,,910
178,Ivan,Jones,20,New York,Gadget X,39,37,1443
179,George,Martinez,55,San Diego,Gadget X,29,116,3364
180,Hannah,Garcia,62,Phoenix,Tool Beta,36,133,4788
181,Alice,Johnson,20,Houston,Tool Beta,,100,2100
182,Bob,Smith,73,Chicago,Widget B,39,100,3900
183,Alice,Rodriguez,72,Philadelphia,Tool Alpha,5,31,155
184,  FIONA  ,Garcia,20,san antonio,Widget A,23,96,2208
185,  FIONA  ,Miller,55,san jose,Widget A,43,135,5805
186,George,Davis,58,Dallas,Tool Alpha,16,120,1920
187,Edward,Davis,62,Houston,Gadget Y,18,12,216
188,Bob,Davis,31,Chicago,Tool Beta,40,41,1640
189,Alice,Davis,63,Phoenix,Widget B,25,139,3475
190,Diana,Smith,22,San Jose,Gadget X,31,108,3348
